dish_name,dish_rating,cooking_time,course,cuisine,ingredients
Banana Cake,5,4200,"[Desserts, Lunch and Snacks]",American,"['flour', 'sea salt', 'baking soda', 'agave nectar', 'grapeseed oil', 'egg', 'vanilla extract', 'banana']"
Garlic Croutons,4,1500,[Side Dishes],American,"['day old bread', 'extra virgin olive oil', 'garlic clove', 'coarse salt']"
Watercress and Cucumber Salad,4,600,[Salads],American,"['olive oil', 'white wine vinegar', 'dijon mustard', 'coarse salt', 'ground pepper', 'watercress', 'english cucumber']"
Broccoli Gratin,5,3300,"[Lunch and Snacks, Side Dishes]",American,"['broccoli floret', 'cr me fra che', 'gruyere cheese', 'kosher salt', 'ground black pepper', 'panko']"
Roasted Spiced Sweet Potatoes,5,2700,[Side Dishes],American,"['coriander seed', 'fennel seed', 'dried oregano', 'hot red pepper flake', 'kosher salt', 'sweet potato', 'vegetable oil']"
Southern Fried Chicken,5,2100,[Main Dishes],Southern & Soul Food,"['chicken', 'all purpose flour', 'salt', 'ground black pepper', 'paprika', 'vegetable oil']"
Perfect Mustard Vinaigrette,4,900,[Salads],American,"['dijon mustard', 'champagne vinegar', 'extra virgin olive oil', 'coarse salt', 'freshly ground pepper']"
Brown-Sugar Barbecue Chicken Drumettes,4,2700,"[Appetizers, Main Dishes]",American,"['ketchup', 'light brown sugar', 'worcestershire sauce', 'cider vinegar', 'coarse salt', 'ground pepper', 'chicken wing drummettes']"
Peach Lemonade,4,4800,[Beverages],American,"['water', 'peach', 'sugar', 'fresh lemon juice', 'ice']"
Steak Diane,4,1500,[Main Dishes],American,"['filet', 'pepper', 'salt', 'extra virgin olive oil', 'butter', 'shallot', 'dijon mustard', 'worcestershire sauce', 'heavy cream', 'lemon juice', 'chopped fresh chive']"
Corn And Black Bean Salsa,5,3600,[Appetizers],American,"['sweet corn', 'black bean', 'purple onion', 'garlic', 'jalapeno chilies', 'red bell pepper', 'chopped cilantro', 'ground cumin', 'olive oil', 'lime juice', 'salt', 'cayenne', 'bacon']"
Spicy Oven Fries,4,3600,[Side Dishes],American,"['potato', 'country crock calcium plus vitamin d', 'salt', 'ground black pepper', 'cayenne pepper']"
Jamie,5,1500,,American,"['freshly ground pepper', 'dill weed', ' sour cream', ' mayonnaise', 'vidalia onion', 'flat leaf parsley']"
Southern Cornbread,5,2100,[Breads],Southern & Soul Food,"['flour', 'cornmeal', 'baking soda', 'salt', 'sugar', 'buttermilk', 'egg', 'unsalted butter', 'bacon dripping']"
Southern Pulled Pork,5,23400,[Main Dishes],Southern & Soul Food,"['butter', 'pork roast', 'cajun seasoning', 'onion', 'garlic', 'water', 'flavoring']"
Raspberry Sparklers,3,1200,[Beverages],American,"['raspberry', 'lemon juice', 'sugar', 'ice cube', 'seltzer', 'mint sprig']"
Twice-baked Potatoes With Ham,4,2400,[Side Dishes],American,"['baking potato', 'hellmann or best food real mayonnais', 'shredded cheddar cheese', 'cooked ham', 'sour cream']"
Blue Cheese Vinaigrette,3,300,[Salads],American,"['white wine vinegar', 'dijon mustard', 'coarse salt', 'ground pepper', 'sugar', 'extra virgin olive oil', 'crumbled blue cheese']"
Artichoke Dip,4,3300,"[Appetizers, Lunch and Snacks]",American,"['artichoke heart', 'hot sauce', 'lemon juice', 'garlic powder', 'mayonnaise', 'parmesan cheese', 'daisy sour cream']"
Brown Gravy,4,1500,"[Side Dishes, Condiments and Sauces]",American,"['all purpose flour', 'degreased turkey dripping', 'water', 'dry red wine', 'ground red pepper', 'black pepper']"
Roasted Red Potatoes,4,2100,[Side Dishes],American,"['red potato', 'olive oil', 'fresh rosemary', 'freshly ground pepper', 'coarse salt']"
Smashed Potatoes,4,1800,[Side Dishes],American,"['red potato', 'hellmann or best food real mayonnais', 'grated parmesan cheese', 'sliced green onion', 'garlic']"
Baked Artichoke Dip,5,3900,[Appetizers],American,"['water', 'silken tofu', 'garlic', 'parmesan cheese', 'greek yogurt', 'salt', 'cayenne pepper']"
Chicken Caesar Salad,4,1800,[Salads],American,"['caesar salad dressing', 'chicken cutlet', 'cooking spray', 'salad', 'tomato', 'fresh parmesan cheese']"
Spinach Salad with Warm Bacon Dressing,5,3000,[Salads],American,"['egg', 'peppered bacon', 'purple onion', 'mushroom', 'baby spinach', 'bacon grease', 'red wine vinegar', 'sugar', 'dijon mustard', 'salt']"
Belly-Balance Smoothie,4,600,[Beverages],American,"[' yogurt', 'blueberry', 'raspberry', 'soy milk', 'honey', 'gelatin']"
Parmesan and Herb Cheese Straws,5,2400,[Appetizers],American,"[' egg', 'hot sauce', 'puff pastry', 'parmesan cheese', 'chive', 'fresh thyme', 'ground black pepper', 'sea salt']"
Creamy Coleslaw,4,300,"[Salads, Side Dishes]",American,"['hellmann or best food real mayonnais', 'knorr chicken flavor bouillon', 'lime juice', 'sugar', 'slaw mix']"
Shrimp Cocktail,5,3600,"[Appetizers, Lunch and Snacks]",American,"['ketchup', 'prepared horseradish', 'salt', 'ground black pepper', 'ancho', 'cayenne pepper', 'lemon', 'juice', 'shrimp']"
Grilled Beef Tenderloin,4,6000,[Main Dishes],American,"['beef tenderloin', 'extra virgin olive oil', 'freshly ground pepper', 'coarse salt', 'butter']"
Best Barbecue Chicken,4,2100,[Main Dishes],American,"['vegetable oil', 'paprika', 'chili powder', 'chicken', 'barbecue sauce', 'coarse salt', 'ground pepper']"
Wake-Up Smoothie,4,1200,"[Beverages, Breakfast and Brunch]",American,"['coffee', 'coffee  frozen yogurt', 'ice', 'almond milk', 'ground flaxseed', 'ground cinnamon']"
Honey Vinaigrette,3,900,[Salads],American,"['sherry wine vinegar', 'dijon mustard', 'shallot', 'honey', 'coarse salt', 'freshly ground pepper', 'safflower oil']"
Lemon Vinaigrette,3,300,[Salads],American,"['fresh lemon juice', 'white wine vinegar', 'sugar', 'coarse salt', 'ground pepper', 'olive oil']"
Herb-crusted Russet Potatoes,4,3000,[Side Dishes],American,"['hellmann or best food real mayonnais', 'fresh rosemary', 'chopped garlic', 'kosher salt', 'ground black pepper', 'potato']"
Roast Beef Tenderloin,4,2700,[Main Dishes],American,"['dried thyme', 'garlic clove', 'salt', 'black pepper', 'beef tenderloin', 'cooking spray']"
Grilled Salmon With Citrus-tomato Salsa,4,1800,[Main Dishes],American,"['tomato', 'orange', 'sliced green onion', 'chopped cilantro fresh', 'jalapeno chilies', 'i can t believe it s not butter all purpose stick', 'salmon']"
The Quickest Quiche,4,3600,[Breakfast and Brunch],American,"['piecrust', 'cooked bacon', 'egg substitute', 'blue cheese dressing']"
California Broccoli Slaw,4,300,"[Salads, Side Dishes]",American,"['hellmann or best food real mayonnais', 'red wine vinegar', 'sugar', 'broccoli', 'dried cranberry']"
Broccoli with Lemon and Garlic,4,2400,[Side Dishes],American,"['broccoli', 'lemon', 'garlic', 'olive oil', 'salt and ground black pepper']"
Limeade,4,1500,[Beverages],American,"['water', 'sugar', 'lime rind', 'fresh lime juice', 'ice water']"
Peppered Halibut Steaks,4,1800,[Main Dishes],American,"['cracked black pepper', 'fresh lemon juice', 'vegetable oil', 'halibut fillet', 'kosher salt', 'cooking spray', 'lemon wedge']"
Cheesy Pigs in Blankets,4,1620,"[Lunch and Snacks, Appetizers, Main Dishes]",American,"['pizza dough', 'part skim mozzarella cheese', 'turkey hot dog', 'cooking spray', 'ketchup', 'barbecue sauce', 'prepared mustard']"
Tomato-Basil Bisque,4,900,[Soups],American,"['tomato soup', 'diced tomato', 'buttermilk', 'fresh basil', 'freshly ground pepper', 'fresh basil leaf', 'parmesan cheese']"
Frozen Lemonade,4,1800,[Beverages],American,"['lemon', 'superfine sugar', 'cold water', 'lemon juice', 'ice']"
Double Clutch Coleslaw,4,600,"[Salads, Side Dishes]",American,"['hellmann or best food real mayonnais', 'lemon juice', 'sugar', 'salt', 'cabbage', 'carrot', 'green bell pepper']"
Crisp Celery Salad,4,600,[Salads],American,"['fresh lemon juice', 'olive oil', 'dijon mustard', 'coarse salt', 'ground pepper', 'celery rib', 'celery']"
Chili-Lime Drumsticks,4,4200,[Main Dishes],American,"['chicken drumstick', 'pepper', 'salt', 'unsalted butter', 'fresh lime juice', 'chili powder', 'garlic', 'sugar']"
Carrot Cake Pancakes,4,1800,[Breakfast and Brunch],American,"['water', 'shredded carrot', 'cinnamon', 'nutmeg', 'ground clove']"
Wild Rice with Mushrooms,4,1800,[Side Dishes],American,"['long grain and wild rice mix', 'butter', 'sweet onion', 'fresh mushroom', 'salt', 'marsala wine', 'flat leaf parsley']"
Gramma's Cream of Broccoli,4,2100,,American,"['water', 'salt', 'broccoli', 'butter', 'all purpose flour', 'evaporated milk', 'onion']"
Rosemary Potatoes,4,1500,[Side Dishes],American,"['butter', 'minced garlic', 'dried rosemary', 'kosher salt', 'black pepper', 'red potato']"
Homemade Graham Crackers,4,11700,[Lunch and Snacks],American,"['all purpose flour', 'graham flour', 'baking soda', 'kosher salt', 'unsalted butter', 'dark brown sugar', 'honey']"
Pan-Seared Strip Steak,4,3060,[Main Dishes],American,"['new york strip steak', 'kosher salt', 'black pepper', 'olive oil', 'butter', 'thyme sprig', 'garlic clove']"
Ranch Potato Salad Primavera,4,8700,"[Salads, Side Dishes]",American,"['red potato', 'broccoli', 'yellow squash', 'celery', 'red bell pepper', 'sliced green onion', 'wish bone light ranch dressing']"
Buffalo Grilled Corn,5,2400,,American,"['mayonnaise', 'hot sauce', 'crumbled blue cheese', 'fresh chive', 'corn']"
Roasted Fingerling Potatoes with Seasoned Salt,3,3000,[Side Dishes],American,"['coarse salt', 'freshly ground pepper', 'chopped fresh thyme', 'fresh rosemary', 'fingerling potato', 'extra virgin olive oil']"
Elvis Milk Shakes,4,900,[Beverages],American,"['creamy peanut butter', 'milk', 'vanilla ice cream', 'banana']"
Matzah,5,1680,,American,"['flour for dusting', 'all purpose flour', 'water', 'kosher salt', 'olive oil']"
Bestest Pesto,5,1200,,American,"['walnut half', 'pinenuts', 'garlic', 'fresh basil', 'fresh cilantro', 'fresh thyme', 'salt', 'water', 'flaked', 'olive oil', 'fresh lemon juice', 'black pepper']"
Honey Glazed Ham,5,,[Main Dishes],American,"['virginia ham', 'honey', 'brown sugar', 'cayenne pepper', 'ginger', 'clove']"
Watermelon Lemonade,4,1500,[Beverages],American,"['lemon', 'water', 'sugar', 'kosher salt', 'watermelon', 'ice']"
Blushing Mimosas,4,900,"[Beverages, Cocktails]",American,"['orange juice', 'pineapple juice', 'grenadine', 'champagne']"
Watermelon Feta Salad,5,1200,"[Lunch and Snacks, Salads]",American,"['watermelon', 'purple onion', 'feta cheese', 'mint leaf', 'balsamic vinegar']"
Angel Food Cake,5,3300,"[Afternoon Tea, Desserts]",American,"['egg', 'confectioner sugar', 'all purpose flour', 'cream of tartar', 'vanilla extract', 'almond extract', 'salt', 'sugar']"
Classic Chicken and Rice Soup,5,,[Soups],American,"['extra virgin olive oil', 'onion', 'minced garlic', 'celery', 'carrot', 'chicken', 'chicken broth', 'white rice', 'whole grain dijon mustard', 'kosher salt', 'ground black pepper', 'finely chopped fresh parsley']"
Banana-Caramel Milk Shake,4,1200,[Beverages],American,"['caramel sauce', 'banana', 'vanilla ice cream', 'milk']"
Ginger Ale,3,2700,[Beverages],American,"['fresh ginger', 'sugar', 'fresh lemon juice', 'club soda']"
Skinny Fries,4,3300,,American,"['baking potato', 'butter', 'salt', 'pepper']"
Pink Lemonade,4,1800,[Beverages],American,"['lemonade', 'lime']"
Italian Tuna Salad,4,1200,"[Lunch and Snacks, Salads]",American,"['tuna', 'artichoke heart', 'bell pepper', 'mayonnaise', 'lemon', 'salt']"
Green Bean Casserole,4,2100,[Side Dishes],American,"['campbell s condensed cream of mushroom soup', 'milk', 'soy sauce', 'ground black pepper', 'cooked cut green bean', 'french s french fried onion']"
Vanilla Glaze,4,1200,"[Desserts, Condiments and Sauces]",American,"['confectioner sugar', 'coarse salt', 'unsalted butter', 'whole milk', 'pure vanilla extract']"
Chiptole Tomato Soup,5,3900,[Soups],American,"['whole peeled tomato', 'chipotle pepper', 'onion', 'pepper', 'salt', 'milk', 'crouton', 'feta cheese']"
Limeade,4,4800,[Beverages],American,"['lime', 'sugar']"
Southern Bbq Chicken Over Crispy Greens,4,1200,[Main Dishes],American,"['torn romain lettuc leav', 'cut up cooked chicken', 'tomato', 'frozen whole kernel corn', 'black bean', 'purple onion', 'wish bone ranch dress']"
Lumberjack Hash,4,1800,[Breakfast and Brunch],American,"['vegetable oil', 'butter', 'chopped onion', 'chopped green bell pepper', 'garlic clove', 'brown hash potato', 'salt', 'black pepper', 'le sodium ham diced', 'shredded  cheddar cheese']"
Raspberry Vinaigrette,5,600,[Salads],American,"['vegetable oil', 'raspberry vinegar', 'sugar', 'dijon mustard']"
Roasted Carrots with Honey,4,2100,[Side Dishes],American,"['carrot', 'olive oil', 'coarse salt', 'ground pepper', 'honey']"
Potato Salad,4,1500,"[Salads, Side Dishes]",American,"['potato', 'onion', 'chopped celery', 'best food sandwich spread', 'bacon', 'crisp cooked and crumbled']"
Boiled Lobster,4,2400,[Main Dishes],American,"['water', 'salt', 'lobster', 'butter']"
Peanut Butter Muffins,4,2100,"[Breakfast and Brunch, Breads]",American,"['all purpose flour', 'sugar', 'baking powder', 'salt', 'peanut butter', 'whole milk', 'egg', 'unsalted butter', 'peanut']"
French Beignets,4,3000,"[Desserts, Breakfast and Brunch]",American,"['water', 'unsalted butter', 'granulated sugar', 'fine sea salt', 'orange', 'all purpose flour', ' egg', 'vanilla extract', 'vegetable shortening', 'confectioner sugar']"
Caramelized Onion and Goat Cheese Tartlets,5,4800,[Appetizers],American,"['olive oil', 'onion', 'salt', 'goat cheese', 'black pepper', 'frozen pastry puff sheet', 'fresh thyme']"
Roasted Potato Salad,5,2700,"[Salads, Side Dishes]",American,"['sweet potato or yam', 'yukon gold potato', 'fresh green bean', 'garlic', 'olive oil', 'salt', 'black pepper', 'parmesan cheese', 'fresh dill', 'fresh parsley']"
Chocolate Glaze,5,1500,"[Desserts, Condiments and Sauces]",American,"['semisweet chocolate', 'heavy cream']"
Full Throttle Macaroni Salad,4,1500,"[Salads, Side Dishes]",American,"['elbow macaroni', 'hellmann or best food real mayonnais', 'red vinegar white white', 'wine', '', 'hellmann s dijonnaise creamy dijon mustard', 'sugar', 'salt', 'ground black pepper', 'celery', 'green bell pepper', 'slice', 'onion']"
Caramel Sauce,4,900,"[Desserts, Condiments and Sauces]",American,"['sugar', 'unsalted butter', 'coarse salt', 'vanilla extract', 'heavy cream']"
Serious Eats' Grilled Cheese Sandwiches,5,1500,[Lunch and Snacks],American,"['butter', 'white bread', 'cheddar cheese', 'kosher salt']"
Glazed Carrots,4,1080,[Side Dishes],American,"['carrot', 'i can t believ it not butter sprai origin', 'pure maple syrup', 'finely chopped fresh parsley']"
Horseradish Chive Bread,4,2100,[Breads],American,"['unsalted butter', 'prepared horseradish', 'chopped fresh chive', 'coarse salt', 'french bread']"
Baked Veggie Chips,5,3600,[Lunch and Snacks],American,"['parsnip', 'sweet potato', 'celery root', 'golden beet', 'fine sea salt', 'olive oil cooking spray']"
Parmesan Garlic Straws,5,2100,,American,"['parmesan cheese', 'garlic clove', 'flat leaf parsley', 'sweet cream butter', 'black pepper']"
Green Mango Salad,4,1200,[Salads],American,"['mango', 'sweet onion', 'seed', 'fresh lime juice', 'salt', 'freshly ground pepper']"
Skillet Chicken and Vegetables,4,3300,[Main Dishes],American,"['chicken thigh', 'paprika', 'vegetable oil', 'red potato', 'boiling onion', 'carrot', 'all purpose flour', 'low salt chicken broth', 'dry white wine', 'fresh parsley']"
5-minute Coleslaw,4,300,[Salads],American,"['hellmann or best food light mayonnais', 'lemon juice', 'sugar', 'salt', 'shredded coleslaw mix']"
Hamburger Potato Casserole,4,5400,[Main Dishes],American,"['lean ground beef', 'potato', 'condensed cream of mushroom soup', 'chopped onion', 'milk', 'salt', 'freshly ground pepper', 'shredded cheddar cheese']"
Simple Chicken Noodle Soup,4,3300,[Soups],American,"['chicken', 'carrot', 'parsnip', 'onion', 'coarse salt', 'egg noodle']"
Potato Galette,5,3900,"[Lunch and Snacks, Side Dishes]",American,"['clarified butter', 'fresh thyme', 'russet potato', 'freshly ground pepper', 'coarse salt']"
Grilled Brie and Goat Cheese Sandwich with Bacon and Green Tomato,5,1500,,American,"['bacon', 'green tomato', 'butter', 'bread', 'brie cheese', 'goat cheese', 'pepper']"
Asparagus Salad,5,1500,"[Salads, Side Dishes]",American,"['asparagus', 'broccolini', 'fresh lemon juice', 'salt', 'shallot', 'extra virgin olive oil', 'pinenuts', 'radish', 'lemon', 'parmesan cheese']"
Mustard Vinaigrette,3,1200,[Salads],American,"['dijon mustard', 'fine sea salt', 'ground white pepper', 'red wine vinegar', 'sherry vinegar', 'olive oil', 'corn oil']"
Eggs Benedict,4,2400,"[Breakfast and Brunch, Lunch and Snacks]",American,"['white wine vinegar', 'egg', 'canadian bacon', 'english muffin', 'chopped fresh chive']"
Tangy Grilled Pork Tenderloin,5,16800,[Main Dishes],American,"['pork tenderloin', 'honey', 'dijon mustard', 'chili powder', 'salt']"
Glazed Carrots with Pecans,4,1800,[Side Dishes],American,"['olive oil', 'carrot', 'fresh ginger', 'brown sugar', 'pecan half']"
Sweet Vidalia Onion Pie,5,2700,,American,"['cracker', 'butter', 'sweet onion', 'egg', 'half half', 'salt', 'ground white pepper', 'shredded sharp cheddar cheese']"
Herbed Rib Roast,5,7800,[Main Dishes],American,"['rib roast', 'garlic', 'salt', 'pepper', 'dried basil', 'parsley flake', 'marjoram']"
Grapefruit Fennel Juice,4,1200,[Beverages],American,"['grapefruit', 'fennel bulb', 'juice', 'sweetener']"
Meatloaf Cupcakes,4,3600,[Main Dishes],American,"['olive oil', 'finely chopped onion', 'carrot', 'dried oregano', 'garlic clove', 'ketchup', 'ground beef', 'bread crumb', 'prepared mustard', 'worcestershire sauce', 'ground black pepper', ' egg', 'cooking spray', 'yukon gold potato', ' milk', ' sour cream', 'butter', 'salt', 'chive', 'bacon']"
Cucumber Salad,4,7800,"[Lunch and Snacks, Side Dishes, Salads]",American,"['cucumber', ' vanilla yogurt', ' sour cream', 'diced onion', 'garlic', 'dried dillweed', 'pepper', 'salt']"
Chocolate Covered Strawberries,4,3000,"[Lunch and Snacks, Desserts]",American,"['strawberry', 'bittersweet chocolate', 'white chocolate']"
Bayou Shrimp,4,900,[Main Dishes],American,"['onion', 'green bell pepper', 'slice', 'dri thyme leaf', 'crush', 'uncook medium shrimp', 'peel and devein', 'knorr vegetarian veget bouillon cube', 'cherry tomato']"
Rainbow Fruit Skewers with Vanilla-Honey Yogurt Dip,4,900,"[Appetizers, Breakfast and Brunch]",American,"['fruit', 'vanilla yogurt', 'honey', 'ground cinnamon']"
